message,sending_time,sender,status,price,sent,viewed,purchased,earnings,withdrawn_by,message_id,source_file,loaded_at
"💋 Sᴛᴇᴀᴍʏ Sʜᴏᴡᴇʀ Cᴏɴғᴇssɪᴏɴ 💦
I’m fully nude, dripping wet, and rubbing my tight little pussy… wɪsʜ ʏᴏᴜ ᴡᴇʀᴇ ʜᴇʀᴇ ᴛᴏ ʜᴇʟᴘ ᴍᴇ ғɪɴɪsʜ, ʙᴀʙʏ 😏💖","Sep 10, 2025 at 12:05 AM",SD Mochi,unsent,17.00,50222,1653,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"I’m dripping wet and biting my lip thinking of you 💦 Wanna see how messy I can get for you, Daddy? 👀","Sep 10, 2025 at 12:03 AM",SD Mochi,unsent,-,50187,319,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"👅 𝙏𝙃𝙀 𝙎𝙇𝙊𝙋𝙋𝙄𝙀𝙎𝙏, 𝘿𝙀𝙀𝙋𝙀𝙎𝙏 𝙃𝙀𝘼𝘿 𝙄'𝙑𝙀 𝙀𝙑𝙀𝙍 𝙂𝙄𝙑𝙀𝙉... 👅

💋 Spit dripping, my lips stretched wide, my throat taking every inch.
🔥 Gagging, moaning, looking straight into the camera.
💦 Would you grab my hair and push me even deeper?","Sep 09, 2025 at 10:59 PM",SD Mochi,unsent,18.00,50222,1103,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"💞🔥 GIRL-ON-GIRL PLEASURE 🔥💞

👅 Her tongue gliding over my skin… teasing, tasting, making me tremble. 😏💦
🖤 My nails digging into the sheets, thighs shaking as I beg for more. 🥵
📸 The camera catching every wet, messy, toe-curling moment. 👀

⏳ Only my favorites get to see this… but not for long.
🔓 Ready to watch? 😈","Sep 09, 2025 at 09:31 PM",SD Mochi,unsent,20.00,50222,1129,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
My mouth’s feeling sooo empty right now 👄 Don’t you think your cock would look perfect sliding inside? 😏🍆,"Sep 09, 2025 at 09:03 PM",SD Mochi,unsent,-,50187,453,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Evening’s just starting… wanna spend it with me dripping on your cock instead? 🍆💦,"Sep 09, 2025 at 08:17 PM",SD Mochi,unsent,-,50189,141,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"👀 𝙋𝙊𝙑: 𝙄 𝙘𝙡𝙞𝙢𝙗 𝙤𝙣 𝙩𝙤𝙥 𝙤𝙛 𝙮𝙤𝙪…
You’re so hard for me already… Let me take care of that.
🔥 Riding deep. Moaning your name. My hands all over your chest. 💦
Your fantasy just became reality…
🔓 Unlock &amp; live it with me.","Sep 09, 2025 at 07:30 PM",SD Mochi,unsent,23.00,50223,1201,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"I was playing with my toy earlier and moaned your name without even noticing 😈💦.Guess my pussy already belongs to you, huh? ","Sep 09, 2025 at 06:04 PM",SD Mochi,unsent,-,50187,253,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🏆 YOU’RE MY LUCKY WINNER 🎰

I’m choosing 5 lucky fans to get HOURS of my most intimate content.

✨ The more you unlock, the more chances you have to win… Will you be the one? 😉💦","Sep 09, 2025 at 05:25 PM",SD Mochi,sent,5.00,50220,2507,1,5.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
cuz i have a lot of sleep i craving for some dick rn🥵 First 5 to send their best dick pics get a FREE DICKRATE 😈,"Sep 09, 2025 at 05:17 PM",Vash,unsent,-,46531,130,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
What would you make me do on camera if I was all yours? Tell me. I might just make it come true 💦📸,"Sep 09, 2025 at 04:31 PM",Vash,unsent,-,46534,194,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🍑 THE CLOSEST LOOK AT MY ASS YOU’VE EVER GOTTEN 🍑

📹 FULL HD | ULTRA-CLOSE-UP | HOT &amp; UNCUT

💋 Twerking. Spreading. Arching.
🔥 Hands gripping, fingers teasing.
💦 I know you can’t look away…","Sep 09, 2025 at 03:38 PM",SD Mochi,unsent,10.00,50224,1320,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"I want to hear your voice, babe🥰, and I want to see how you react when you see me. Should we fix that tonight with a little one-on-one time?😍","Sep 09, 2025 at 03:16 PM",Vash,unsent,-,46534,293,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
I swear my panties have been begging me to rip them off all day 👀💋 Should I… or should I let you do it for me? 😏,"Sep 09, 2025 at 03:11 PM",SD Mochi,unsent,-,50188,287,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
So what’s your plan for the day? Mine’s simple… tease you ‘til you can’t think straight 😈💋,"Sep 09, 2025 at 02:11 PM",SD Mochi,unsent,-,50184,325,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"━━━━━━━━━━━☾✧☽━━━━━━━━━━━
🔥 𝐈’𝐋𝐋 𝐓𝐄𝐋𝐋 𝐘𝐎𝐔 𝐄𝐗𝐀𝐂𝐓𝐋𝐘 𝐇𝐎𝐖 𝐓𝐎 𝐓𝐎𝐔𝐂𝐇 𝐘𝐎𝐔𝐑𝐒𝐄𝐋𝐅… 🔥
━━━━━━━━━━━☾✧☽━━━━━━━━━━━

🖤 ”Start slow. Feel every inch. Edge yourself for me.”
👂 Soft whispers fill your ears… guiding you, teasing you, controlling you.
💦 You won’t get to finish… until I say so.
👀 The real question is—can you actually last?

🎧 Press play &amp; let me take control. 😏","Sep 09, 2025 at 01:36 PM",SD Mochi,unsent,14.00,50220,1380,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🔥 𝐂𝐚𝐮𝐠𝐡𝐭 𝐒𝐞𝐥𝐟-𝐏𝐥𝐚𝐲𝐢𝐧𝐠... 𝐚𝐧𝐝 𝐈 𝐃𝐈𝐃𝐍'𝐓 𝐒𝐓𝐎𝐏 🔥
👀 You walked in &amp; found me lost in pleasure... but instead of stopping, I went even harder.
💦 Fingers deep, body trembling, moaning your name... you won’t believe how WET I got.
❣️ The way I gasped at the end? You NEED to see this.

💰 Unlock for $15 &amp; watch me lose control 😈","Sep 09, 2025 at 11:34 AM",SD Mochi,unsent,15.00,50221,1419,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"My pussy’s throbbing so bad right now 😏 and the only thing missing is your hard cock stretching me wide 😈🍆 Wanna fix that, Daddy?","Sep 09, 2025 at 11:20 AM",SD Mochi,unsent,-,50186,110,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"╔══❀•°❀°•❀══╗
💦 𝑀𝐼𝑅𝑅𝑂𝑅, 𝑀𝐼𝑅𝑅𝑂𝑅… 𝒲𝐻𝒪’𝒮 𝒯𝐻𝐸 𝒩𝒜𝒰𝒢𝐻𝒯𝐼𝐸𝒮𝒯 𝒪𝐹 𝒯𝐻𝐸𝑀 𝒜𝐿𝐿? 💦
╚══❀•°❀°•❀══╝

🔥 Set the cam up just right… &amp; suddenly, I was amazed.
💋 Every angle—every touch—watching myself made me want more.
💦 The closer I got to the edge, the harder it was to look away…
👀 Think you could handle seeing everything from my point of view?

🎥 Unlock now &amp; watch me lose myself in my own reflection. 😏","Sep 09, 2025 at 09:31 AM",SD Mochi,sent,3.00,50222,2638,1,3.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"I’m dripping just thinking about you bending me over, baby 😮‍💨","Sep 09, 2025 at 09:16 AM",SD Mochi,unsent,-,50188,193,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"☀️ WOKE UP FEELING NAUGHTY… YOU WATCHING? 😏 ☀️
Some people start their morning with coffee… I start mine a little differently. 😘
🔥 Let’s just say—I didn’t get out of bed right away. Wanna see why? 😈

💰 Unlock for just $10 &amp; start your morning right with me. 💦","Sep 09, 2025 at 07:27 AM",SD Mochi,sent,10.00,50222,2667,1,10.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Just woke up, still warm under the sheets… tell me, baby, is your morning wood already up for me? 🍆💦","Sep 09, 2025 at 07:20 AM",SD Mochi,unsent,-,50187,268,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Bet you’d fuck me harder if you saw my face right now 😏,"Sep 09, 2025 at 06:20 AM",SD Mochi,unsent,-,50187,600,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"I’M NOT SUPPOSED TO SHOW YOU THIS… BUT F*CK IT 😈💦 
I told myself this was too wild to send out… but I got convinced otherwise. 😳
The way he pinned me down, the way my body arched in response—this was one of the most intense moments I’ve ever filmed.
💥 Only sending this to my most loyal fans… think you can handle it? 🥵","Sep 09, 2025 at 05:23 AM",SD Mochi,unsent,23.00,50222,1526,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🔥 𝗠𝗬 𝗟𝗜𝗣𝗦? 𝗬𝗢𝗨𝗥 𝗡𝗘𝗪 𝗢𝗕𝗦𝗘𝗦𝗦𝗜𝗢𝗡. 👄 

LOCK EYES WITH ME... 🌀 POV: I'm on my knees, staring up at you, lips parted... waiting. My eyes are locked on yours, and I can feel the anticipation building. 

UNLEASH YOUR DEEPEST DESIRES 😈💦 I'll take it slow, then deep, sloppy, and messy AF. Your turn? Unlock and let's get messy 💦💦","Sep 09, 2025 at 03:24 AM",SD Mochi,unsent,13.00,50223,1549,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Wanna know how wet I got thinking of you? 💦😏,"Sep 09, 2025 at 03:20 AM",SD Mochi,unsent,-,50188,380,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
I’d suck you sloppy until you can’t think straight 🤤👅. Wanna find out how good my throat feels?,"Sep 09, 2025 at 02:11 AM",SD Mochi,unsent,-,33485,327,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🔥 𝙒𝘼𝙍𝙉𝙄𝙉𝙂: 𝙒𝙃𝘼𝙏 𝙔𝙊𝙐'𝙍𝙀 𝘼𝘽𝙊𝙐𝙏 𝙏𝙊 𝙎𝙀𝙀 𝙒𝙄𝙇𝙇 𝙇𝙀𝘼𝙑𝙀 𝙔𝙊𝙐 𝘽𝙍𝙀𝘼𝙏𝙃𝙇𝙀𝙎𝙎...😳💦

It started with a whisper, a gentle touch... but then he UNLEASHED HIS DESIRE, taking me to the edge and beyond. I didn't know I could feel this way, didn't know I could be so completely CONSUMED. 😵‍💫 

EXPERIENCE THE MOST INTENSE, RAW, AND UNFORGETTABLE ENCOUNTER OF MY LIFE. You'll see every moan, every gasp, every moment of pure, unadulterated PLEASURE. 

LIMITED TIME OFFER ⏳ Only 15 lucky subscribers will get to unlock this video before it's GONE FOREVER. Don't miss your chance to witness the most EPIC, JAW-DROPPING, and ADDICTIVE content I've ever created. 

UNLOCK NOW AND EXPERIENCE THE RIDE OF A LIFETIME ⏱️ Time's running out... Think you can handle the heat? Prove it.","Sep 09, 2025 at 01:56 AM",SD Mochi,unsent,21.00,50187,1564,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Bet you can’t last 2 minutes with me moaning in your ear 😏 Wanna test it, Daddy?","Sep 09, 2025 at 12:20 AM",SD Mochi,unsent,-,50183,481,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🏆 YOU’RE MY LUCKY WINNER!! 🎰

I’m choosing 5 lucky fans to get HOURS of my most intimate content.

✨ The more you unlock, the more chances you have to win… Will you be the one? 😉💦","Sep 08, 2025 at 11:38 PM",SD Mochi,sent,5.00,50219,2752,1,5.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Don’t lie… you’d love to spank this ass till it jiggles 🥵🍑,"Sep 08, 2025 at 10:12 PM",SD Mochi,unsent,-,50184,579,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"𝐃𝐄𝐄𝐏. 𝐒𝐓𝐑𝐄𝐓𝐂𝐇𝐄𝐃. 𝐅𝐈𝐋𝐋𝐄𝐃 🛏️
🔥 𝐅𝐞𝐞𝐥 𝐞𝐯𝐞𝐫𝐲 𝐭𝐡𝐫𝐮𝐬𝐭, 𝐞𝐯𝐞𝐫𝐲 𝐢𝐧𝐜𝐡, 𝐞𝐯𝐞𝐫𝐲 𝐬𝐞𝐜𝐨𝐧𝐝... 😈
💥 My legs spread wide, my body arching as I push my toy deeper…
💋 I gasped, letting myself feel every inch stretching me open.
🔥 Slow, sensual, and then… completely wrecked.
💦 How deep do you think I took it?","Sep 08, 2025 at 09:43 PM",SD Mochi,unsent,17.00,50218,1188,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Bet your cock looks perfect hard right now 👀🍆 Wanna show me?,"Sep 08, 2025 at 08:21 PM",SD Mochi,unsent,-,50185,653,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🖤 𝘚𝘰 𝘤𝘭𝘰𝘴𝘦… 𝘣𝘶𝘵 𝘐’𝘮 𝘩𝘰𝘭𝘥𝘪𝘯𝘨 𝘣𝘢𝘤𝘬… 🖤

💋 My fingers grazing over my lips, but never slipping inside.
🔥 The frustration… the slow build-up… making me squirm.
💦 My body soaked and trembling—aching for more.
👀 Do you want to see me finally give in?","Sep 08, 2025 at 07:59 PM",SD Mochi,unsent,9.00,50220,1247,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Bet you can’t read this without stroking it a little 👀,"Sep 08, 2025 at 07:17 PM",SD Mochi,unsent,-,50184,708,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
curious how i’d react to ur size? let me rate it and i’ll tell u straight up 💦,"Sep 08, 2025 at 06:07 PM",Vash,unsent,-,46537,181,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"👀 𝙋𝙊𝙑: 𝙄’𝙢 𝙡𝙤𝙤𝙠𝙞𝙣𝙜 𝙙𝙤𝙬𝙣 𝙖𝙩 𝙮𝙤𝙪, 𝙩𝙖𝙠𝙞𝙣𝙜 𝙚𝙫𝙚𝙧𝙮 𝙞𝙣𝙘𝙝…

⚡ 𝙈𝙮 𝙡𝙞𝙥𝙨 𝙥𝙖𝙧𝙩𝙚𝙙, gasping as I grind slow and deep.

💋 𝙀𝙫𝙚𝙧𝙮 𝙗𝙤𝙪𝙣𝙘𝙚, 𝙚𝙫𝙚𝙧𝙮 𝙨𝙩𝙧𝙤𝙠𝙚—letting you feel it through the screen.

🔥 𝙔𝙤𝙪’𝙧𝙚 𝙧𝙞𝙜𝙝𝙩 𝙪𝙣𝙙𝙚𝙧𝙣𝙚𝙖𝙩𝙝 𝙢𝙚, watching me lose control.

💦 𝘿𝙤 𝙮𝙤𝙪 𝙬𝙖𝙣𝙩 𝙢𝙚 𝙩𝙤 𝙜𝙤 𝙚𝙫𝙚𝙣 𝙛𝙖𝙨𝙩𝙚𝙧?","Sep 08, 2025 at 05:56 PM",SD Mochi,unsent,13.00,50220,2661,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Imagine me calling you Daddy while I drip down your thighs 🥵,"Sep 08, 2025 at 05:26 PM",SD Mochi,unsent,-,50186,1030,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🖤 WATCH ME BOUNCE &amp; SHAKE IT JUST FOR YOU...💦

▸ Twerking in slow motion, making it jiggle just right.
▸ My fingers are pulling me apart, giving you the perfect view.
▸ The way my back arches when I know you’re watching? Unreal.
💦 Tell me… how badly do you want to grab it?","Sep 08, 2025 at 03:54 PM",SD Mochi,unsent,15.00,50220,2709,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Your cock deserves a five-star blowjob from me, Daddy🌟🍭","Sep 08, 2025 at 03:53 PM",SD Mochi,unsent,-,50223,1083,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
What are your plans for today? Do u wanna get LIVE VidC@ll with me TODAY babe?🐱❤️,"Sep 08, 2025 at 03:22 PM",Vash,unsent,-,46555,386,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Let’s play a game 👾 if you guess CORRECT you get a FREE SOLO VID 🍆💦 take a guess WHAT COLOR I'm wearing? 😇😈,"Sep 08, 2025 at 02:39 PM",Vash,unsent,-,46543,73,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Bet you can’t get through this message without touching yourself 😏🔥 Am I right, babe?","Sep 08, 2025 at 02:12 PM",SD Mochi,unsent,-,50184,1131,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"💦✨ 𝒯𝒽𝑒 𝓂𝑜𝓂𝑒𝓃𝓉 𝓂𝓎 𝒻𝒾𝓃𝑔𝑒𝓇𝓈 𝓈𝓁𝒾𝓅𝓅𝑒𝒹 𝒾𝓃... 𝒾𝓉 𝓌𝒶𝓈 𝒶𝓁𝓁 𝑜𝓋𝑒𝓇. ✨💦

🔥 One finger... then two... stretching me wide.
👀 Slow, teasing movements, until I couldn’t hold back.
💋 My body trembling, back arching, soft gasps turning into deep moans.
💦 Would you watch me take even more?","Sep 08, 2025 at 01:39 PM",SD Mochi,unsent,17.00,50217,2748,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Sun’s up, legs open… you up too? 👀","Sep 08, 2025 at 12:46 PM",Vash,unsent,-,46540,508,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
I swear my throat craves your cock more than lunch 👅 imagine me gagging on it right now…,"Sep 08, 2025 at 12:14 PM",SD Mochi,unsent,-,50183,1196,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Think you can handle watching me shove it all the way down my throat—drool dripping, gagging, moaning, eyes watering while I beg for every inch 😏💋
👉 Don’t just imagine it… unlock &amp; hear me gag on it hard🔥💦","Sep 08, 2025 at 10:50 AM",SD Mochi,unsent,13.00,50220,2797,1,13.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🔥🅿🆁🅸🆅🅰🆃🅴 🆂🅽🅰🅿 🅳🆄🅼🅿 📸
I gathered my naughtiest, most secret memories into this exclusive drop! 😈 Ｙｏｕ’ｌｌ ｓｅｅ ｗｈｙ Ｉ’ｖｅ ｂｅｅｎ ｔｈｅ ｐｅｒｆｅｃｔ ｌｉｔｔｌｅ ｓｌｕｔ ｓｉｎｃｅ ｄａｙ ｏｎｅ 😏 Unlock now before it disappears! 😘","Sep 08, 2025 at 09:58 AM",SD Mochi,unsent,5.00,50221,2813,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"My pussy’s so needy rn 😩💦. Wanna come ruin it for me, Daddy?","Sep 08, 2025 at 08:57 AM",SD Mochi,unsent,-,50223,1280,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🔗 I WANT TO SEE YOU DRIPPING 😏⏳
""Breathe. Touch yourself. Don’t rush it.""
💥 I’ll tell you exactly when to move, when to speed up, when to hold back…
💥 And when I finally let you finish, you’ll be so desperate, you won’t be able to stop.

💦 Unlock &amp; let me take over your body 👀","Sep 08, 2025 at 07:57 AM",SD Mochi,sent,10.00,50225,3043,1,10.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Imagine me stroking you slow, then sucking you deep 👅🍆 Would you last long?","Sep 08, 2025 at 04:43 AM",SD Mochi,unsent,-,50224,33,0,0.0,Klint Senarillos,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🖤 𝑰 𝒔𝒘𝒆𝒂𝒓 𝑰 𝒘𝒂𝒔𝒏’𝒕 𝒈𝒐𝒏𝒏𝒂 𝒔𝒆𝒏𝒅 𝒕𝒉𝒊𝒔… 𝒃𝒖𝒕 𝑰 𝒄𝒂𝒏’𝒕 𝒉𝒐𝒍𝒅 𝒃𝒂𝒄𝒌 ❣️

🖤 I hit the shower after a long, dirty night… but ended up getting even NASTIER.

💦 Soap dripping down my curves, fingers sliding between my thighs, the steam fogging up the mirror while I teased myself.
👀 I caught it ALL on camera—𝘵𝘩𝘪𝘴 𝘷𝘪𝘥𝘦𝘰 𝘪𝘴 𝘴𝘰 𝘩𝘰𝘵 𝘐 𝘴𝘵𝘪𝘭𝘭 𝘤𝘢𝘯’𝘵 𝘣𝘦𝘭𝘪𝘦𝘷𝘦 𝘐 𝘴𝘩𝘰𝘵 𝘪𝘵…","Sep 08, 2025 at 03:38 AM",SD Mochi,unsent,15.00,50224,2883,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Insomnia cure, ruin me until I can’t walk straight, baby 😈","Sep 08, 2025 at 03:14 AM",SD Mochi,unsent,-,50188,159,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"✧･ﾟWatch Me Get Off 𝙐𝙉𝘾𝙐𝙏･ﾟ✧
Couldn’t help myself… got too turned on 😏 Watch me slide my fingers deep inside my soaked pussy until I’m left shaking and breathless 🥵","Sep 08, 2025 at 02:52 AM",SD Mochi,sent,15.00,50223,3094,1,15.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Stroking slow under the sheets… wanna describe what you’re doing while I play too? 😏 DM me, Daddy 😈","Sep 08, 2025 at 02:20 AM",SD Mochi,unsent,-,50188,205,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"FULLY NUDE in the shower, rubbing my TIGHT wet pussy for you baby 🙈💦 wish you were here to shoot a fat load on me rn!!","Sep 08, 2025 at 01:42 AM",SD Mochi,sent,17.00,50222,3117,1,17.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
